CandidateID,QueryID,Title,Year,DOI,SourceID,PrimaryURL,Decision,Reason,EvidenceLevel
C0116,F09,Eigenstate Preparation on Quantum Computers,2024,https://doi.org/10.48550/arxiv.2412.15081,https://openalex.org/W4405655235,http://arxiv.org/abs/2412.15081,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0117,F10,Conditional normalizing flow for Markov chain Monte Carlo sampling in the critical region of lattice field theory,2023,https://doi.org/10.1103/physrevd.107.014512,https://openalex.org/W4317941514,https://doi.org/10.1103/physrevd.107.014512,include_screen,Title matches LFT/sampler scope.,metadata
C0118,F10,Classical models may be a better explanation of the Jiuzhang 1.0 Gaussian Boson Sampler than its targeted squeezed light model,2023,https://doi.org/10.22331/q-2023-08-08-1076,https://openalex.org/W4385644662,https://doi.org/10.22331/q-2023-08-08-1076,include_screen,Title matches LFT/sampler scope.,metadata
C0119,F10,Indistinguishability obfuscation from well-founded assumptions,2021,https://doi.org/10.1145/3406325.3451093,https://openalex.org/W3082860856,https://doi.org/10.1145/3406325.3451093,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0120,F10,Super-resolving normalising flows for lattice field theories,2025,https://doi.org/10.21468/scipostphys.19.3.077,https://openalex.org/W4414534718,https://doi.org/10.21468/scipostphys.19.3.077,include_screen,Title matches LFT/sampler scope.,metadata
C0121,F10,How To Use Neural Networks To Investigate Quantum Many-Body Physics,2021,https://doi.org/10.1103/prxquantum.2.040201,https://openalex.org/W3214275744,https://doi.org/10.1103/prxquantum.2.040201,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0122,F10,Post-Quantum Cryptography: Current state and quantum mitigation,2021,https://doi.org/10.2824/92307,https://openalex.org/W3185288957,https://research.tue.nl/nl/publications/ad93d053-a85c-4ace-bdd4-9cbe1a75d6bd,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0123,F10,Don’t Reject This: Key-Recovery Timing Attacks Due to Rejection-Sampling in HQC and BIKE,2022,https://doi.org/10.46586/tches.v2022.i3.223-263,https://openalex.org/W4293077571,https://doi.org/10.46586/tches.v2022.i3.223-263,include_screen,Title matches LFT/sampler scope.,metadata
C0124,F10,A Survey of Multi-modal Knowledge Graphs: Technologies and Trends,2024,https://doi.org/10.1145/3656579,https://openalex.org/W4394678631,https://doi.org/10.1145/3656579,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0125,F10,"Long-range transport of giant particles in Asian dust identified by physical, mineralogical, and meteorological analysis",2014,https://doi.org/10.5194/acp-14-505-2014,https://openalex.org/W1998154103,https://doi.org/10.5194/acp-14-505-2014,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0126,F10,Masked Accelerators and Instruction Set Extensions for Post-Quantum Cryptography,2021,https://doi.org/10.46586/tches.v2022.i1.414-460,https://openalex.org/W3159164431,https://doi.org/10.46586/tches.v2022.i1.414-460,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0127,F10,2024 roadmap on magnetic microscopy techniques and their applications in materials science,2024,https://doi.org/10.1088/2515-7639/ad31b5,https://openalex.org/W4392578291,https://doi.org/10.1088/2515-7639/ad31b5,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0128,F10,Efficient Therapy of Inflammatory Bowel Disease (IBD) with Highly Specific and Durable Targeted Ta<sub>2</sub>C Modified with Chondroitin Sulfate (TACS),2023,https://doi.org/10.1002/adma.202301585,https://openalex.org/W4377989990,https://doi.org/10.1002/adma.202301585,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0129,F10,SLC3A2 N-glycosylation and Golgi remodeling regulate SLC7A amino acid exchangers and stress mitigation,2023,https://doi.org/10.1016/j.jbc.2023.105416,https://openalex.org/W4388215209,https://doi.org/10.1016/j.jbc.2023.105416,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0130,F10,"Sampling <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>U</mml:mi><mml:mo stretchy=""false"">(</mml:mo><mml:mn>1</mml:mn><mml:mo stretchy=""false"">)</mml:mo></mml:math> gauge theory using a retrainable conditional flow-based model",2023,https://doi.org/10.1103/physrevd.108.074518,https://openalex.org/W4388021057,https://doi.org/10.1103/physrevd.108.074518,include_screen,Title matches LFT/sampler scope.,metadata
C0131,F10,Computed Tomography as a Characterization Tool for Engineered Scaffolds with Biomedical Applications,2021,https://doi.org/10.3390/ma14226763,https://openalex.org/W3212128483,https://dx.doi.org/10.3390/ma14226763,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0132,F10,Quantum Combinatorial Optimization in the NISQ Era: A Systematic Mapping Study,2023,https://doi.org/10.1145/3620668,https://openalex.org/W4386443168,https://doi.org/10.1145/3620668,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0133,F10,Dynamic Responses of Trace Metal Bioaccessibility to Fluctuating Redox Conditions in Wetland Soils and Stream Sediments,2022,https://doi.org/10.1021/acsearthspacechem.2c00031,https://openalex.org/W4229039593,https://doi.org/10.1021/acsearthspacechem.2c00031,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0134,F10,Graph Geometry Interaction Learning,2020,https://doi.org/10.48550/arxiv.2010.12135,https://openalex.org/W3093849689,http://arxiv.org/abs/2010.12135,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0135,F10,Dependent Relational Gamma Process Models For Longitudinal Networks,2018,https://doi.org/10.5281/zenodo.1314289,https://openalex.org/W2885676805,http://tubiblio.ulb.tu-darmstadt.de/106666/,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0136,F10,Effectively Unbiased FID and Inception Score and Where to Find Them,2020,https://doi.org/10.1109/cvpr42600.2020.00611,https://openalex.org/W2985516053,https://doi.org/10.1109/cvpr42600.2020.00611,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0137,F10,Sampling U(1) gauge theory using a re-trainable conditional flow-based model,2023,https://doi.org/10.48550/arxiv.2306.00581,https://openalex.org/W4379278294,http://arxiv.org/abs/2306.00581,include_screen,Title matches LFT/sampler scope.,metadata
C0138,F10,Revolutionizing Solid‐State NASICON Sodium Batteries: Enhanced Ionic Conductivity Estimation through Multivariate Experimental Parameters Leveraging Machine Learning,2023,https://doi.org/10.1002/cssc.202301284,https://openalex.org/W4388453254,https://doi.org/10.1002/cssc.202301284,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0139,F10,Scabbard: An Exploratory Study on Hardware Aware Design Choices of Learning with Rounding-based Key Encapsulation Mechanisms,2024,https://doi.org/10.1145/3696208,https://openalex.org/W4402686705,https://doi.org/10.1145/3696208,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0140,F10,Production of Reduced Graphene Oxide Platelets from Graphite Flakes Using the Fenton Reaction as an Alternative to Harmful Oxidizing Agents,2019,https://doi.org/10.1155/2019/5736563,https://openalex.org/W2909685849,https://doi.org/10.1155/2019/5736563,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0141,F11,Neural Dynamics as Sampling: A Model for Stochastic Computation in Recurrent Networks of Spiking Neurons,2011,https://doi.org/10.1371/journal.pcbi.1002211,https://openalex.org/W2051137788,https://doi.org/10.1371/journal.pcbi.1002211,include_screen,Title matches LFT/sampler scope.,metadata
C0142,F11,Variance Reduction Using Nonreversible Langevin Samplers,2016,https://doi.org/10.1007/s10955-016-1491-2,https://openalex.org/W2253619190,https://doi.org/10.1007/s10955-016-1491-2,include_screen,Title matches LFT/sampler scope.,metadata
C0143,F11,Improving the structure MCMC sampler for Bayesian networks by introducing a new edge reversal move,2008,https://doi.org/10.1007/s10994-008-5057-7,https://openalex.org/W2157955324,https://doi.org/10.1007/s10994-008-5057-7,include_screen,Title matches LFT/sampler scope.,metadata
C0144,F11,Stochastic Gradient Markov Chain Monte Carlo,2020,https://doi.org/10.1080/01621459.2020.1847120,https://openalex.org/W3100688298,https://doi.org/10.1080/01621459.2020.1847120,monitor,Adjacent method/failure term; retain for monitoring.,metadata
C0145,F11,Parameter inference for discretely observed stochastic kinetic models using stochastic gradient descent,2010,https://doi.org/10.1186/1752-0509-4-99,https://openalex.org/W2167543722,https://doi.org/10.1186/1752-0509-4-99,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0146,F11,Distributed Stochastic Gradient MCMC,2014,,https://openalex.org/W3401598,http://ece.duke.edu/~lcarin/icml2014_Ahn.pdf,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0147,F11,A Survey of Stochastic Simulation and Optimization Methods in Signal Processing,2015,https://doi.org/10.1109/jstsp.2015.2496908,https://openalex.org/W1774344329,https://doi.org/10.1109/jstsp.2015.2496908,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0148,F11,"A new model of Holocene peatland net primary production, decomposition, water balance, and peat accumulation",2010,https://doi.org/10.5194/esd-1-1-2010,https://openalex.org/W2100465167,https://doi.org/10.5194/esd-1-1-2010,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0149,F11,Addressing COVID-19 Outliers in BVARs with Stochastic Volatility,2022,https://doi.org/10.1162/rest_a_01213,https://openalex.org/W4283370837,https://doi.org/10.1162/rest_a_01213,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0150,F11,Uniform ergodicity of the iterated conditional SMC and geometric ergodicity of particle Gibbs samplers,2017,https://doi.org/10.3150/15-bej785,https://openalex.org/W1846292136,https://doi.org/10.3150/15-bej785,include_screen,Title matches LFT/sampler scope.,metadata
C0151,F11,"Markov chain Monte Carlo simulation using the DREAM software package: Theory, concepts, and MATLAB implementation",2015,https://doi.org/10.1016/j.envsoft.2015.08.013,https://openalex.org/W2173126837,https://doi.org/10.1016/j.envsoft.2015.08.013,monitor,Adjacent method/failure term; retain for monitoring.,metadata
C0152,F11,Stochastic modeling in sediment dynamics: Exner equation for planar bed incipient bed load transport conditions,2010,https://doi.org/10.1029/2009jf001260,https://openalex.org/W2013029834,https://doi.org/10.1029/2009jf001260,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0153,F11,Application of parallel computing to stochastic parameter estimation in environmental models,2006,https://doi.org/10.1016/j.cageo.2005.10.015,https://openalex.org/W2011375014,https://doi.org/10.1016/j.cageo.2005.10.015,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0154,F11,A logistic mixture model for characterizing genetic determinants causing differentiation in growth trajectories,2002,https://doi.org/10.1017/s0016672302005633,https://openalex.org/W2081915704,https://doi.org/10.1017/s0016672302005633,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0155,F11,Path Weight Sampling: Exact Monte Carlo Computation of the Mutual Information between Stochastic Trajectories,2023,https://doi.org/10.1103/physrevx.13.041017,https://openalex.org/W4221158242,https://doi.org/10.1103/physrevx.13.041017,include_screen,Title matches LFT/sampler scope.,metadata
C0156,F11,PDDLStream: Integrating Symbolic Planners and Blackbox Samplers via Optimistic Adaptive Planning,2018,https://doi.org/10.48550/arxiv.1802.08705,https://openalex.org/W3037482492,http://arxiv.org/abs/1802.08705,include_screen,Title matches LFT/sampler scope.,metadata
C0157,F11,Bayesian stochastic modeling of a spherical rock bouncing on a coarse soil,2009,https://doi.org/10.5194/nhess-9-831-2009,https://openalex.org/W2159966599,https://doi.org/10.5194/nhess-9-831-2009,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0158,F11,Mixed-Integer and Conditional Trajectory Planning for an Autonomous Mining Truck in Loading/Dumping Scenarios: A Global Optimization Approach,2022,https://doi.org/10.1109/tiv.2022.3214777,https://openalex.org/W4313039234,https://doi.org/10.1109/tiv.2022.3214777,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0159,F11,Bayesian statistics and modelling,2021,https://doi.org/10.1038/s43586-020-00001-2,https://openalex.org/W3128782210,https://doi.org/10.1038/s43586-020-00001-2,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0160,F11,Population Markov Chain Monte Carlo,2003,https://doi.org/10.1023/a:1020206129842,https://openalex.org/W1743960514,https://doi.org/10.1023/a:1020206129842,monitor,Adjacent method/failure term; retain for monitoring.,metadata
C0161,F11,Modeling the early phase of the Belgian COVID-19 epidemic using a stochastic compartmental model and studying its implied future trajectories,2020,https://doi.org/10.1101/2020.06.29.20142851,https://openalex.org/W3038620055,https://doi.org/10.1101/2020.06.29.20142851,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0162,F11,Spatially adaptive stochastic methods for fluid–structure interactions subject to thermal fluctuations in domains with complex geometries,2014,https://doi.org/10.1016/j.jcp.2014.07.051,https://openalex.org/W2038049133,https://doi.org/10.1016/j.jcp.2014.07.051,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0163,F11,Consistency Trajectory Models: Learning Probability Flow ODE Trajectory of Diffusion,2023,https://doi.org/10.48550/arxiv.2310.02279,https://openalex.org/W4387389604,http://arxiv.org/abs/2310.02279,monitor,Adjacent method/failure term; retain for monitoring.,metadata
C0164,F11,Multiscale integrators for stochastic differential equations and irreversible Langevin samplers,2017,,https://openalex.org/W2497694760,http://arxiv.org/abs/1606.09539v2,include_screen,Title matches LFT/sampler scope.,metadata
C0165,F12,An Introduction to Variational Methods for Graphical Models,1999,https://doi.org/10.1023/a:1007665907178,https://openalex.org/W1516111018,https://doi.org/10.1023/a:1007665907178,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0166,F12,The bouncy particle sampler: A non-reversible rejection free Markov chain Monte Carlo method,2017,,https://openalex.org/W2963561977,https://ora.ox.ac.uk/objects/uuid:301047da-e7f2-4cd7-9026-fdd5c3046903,include_screen,Title matches LFT/sampler scope.,metadata
C0167,F12,A Comprehensive Review of Coverage Path Planning in Robotics Using Classical and Heuristic Algorithms,2021,https://doi.org/10.1109/access.2021.3108177,https://openalex.org/W3197167612,https://doi.org/10.1109/access.2021.3108177,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0168,F12,"Deep Generative Modelling: A Comparative Review of VAEs, GANs, Normalizing Flows, Energy-Based and Autoregressive Models",2021,https://doi.org/10.1109/tpami.2021.3116668,https://openalex.org/W3204937802,https://durham-repository.worktribe.com/output/1232078,monitor,Adjacent method/failure term; retain for monitoring.,metadata
C0169,F12,Design concepts for the Cherenkov Telescope Array CTA: an advanced facility for ground-based high-energy gamma-ray astronomy,2011,https://doi.org/10.1007/s10686-011-9247-0,https://openalex.org/W2130916877,https://doi.org/10.1007/s10686-011-9247-0,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0170,F12,Annealing Markov Chain Monte Carlo with Applications to Ancestral Inference,1995,https://doi.org/10.1080/01621459.1995.10476590,https://openalex.org/W2043432627,https://doi.org/10.1080/01621459.1995.10476590,monitor,Adjacent method/failure term; retain for monitoring.,metadata
C0171,F12,Accelerated weight histogram method for exploring free energy landscapes,2014,https://doi.org/10.1063/1.4890371,https://openalex.org/W1982651819,https://doi.org/10.1063/1.4890371,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0172,F12,"Long term measurements of sulfur dioxide, nitrogen dioxide, ammonia, nitric acid and ozone in Africa using passive samplers",2010,https://doi.org/10.5194/acp-10-7467-2010,https://openalex.org/W2138124994,https://doi.org/10.5194/acp-10-7467-2010,include_screen,Title matches LFT/sampler scope.,metadata
C0173,F12,"An introduction to stochastic control theory, path integrals and reinforcement learning",2007,https://doi.org/10.1063/1.2709596,https://openalex.org/W1613865483,https://doi.org/10.1063/1.2709596,monitor,Adjacent method/failure term; retain for monitoring.,metadata
C0174,F12,A survey on multi-robot coverage path planning for model reconstruction and mapping,2019,https://doi.org/10.1007/s42452-019-0872-y,https://openalex.org/W2956901944,https://doi.org/10.1007/s42452-019-0872-y,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0175,F12,Randomized Hamiltonian Monte Carlo as scaling limit of the bouncy particle sampler and dimension-free convergence rates,2021,https://doi.org/10.1214/20-aap1659,https://openalex.org/W2886027640,https://doi.org/10.1214/20-aap1659,include_screen,Title matches LFT/sampler scope.,metadata
C0176,F12,A universal programmable Gaussian boson sampler for drug discovery,2023,https://doi.org/10.1038/s43588-023-00526-y,https://openalex.org/W4387580187,https://doi.org/10.1038/s43588-023-00526-y,include_screen,Title matches LFT/sampler scope.,metadata
C0177,F12,The Dark Energy Survey: Cosmology Results with ∼1500 New High-redshift Type Ia Supernovae Using the Full 5 yr Data Set,2024,https://doi.org/10.3847/2041-8213/ad6f9f,https://openalex.org/W4403066672,https://doi.org/10.3847/2041-8213/ad6f9f,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0178,F12,Model-Based Geostatistics,1998,https://doi.org/10.1111/1467-9876.00113,https://openalex.org/W2130761473,https://doi.org/10.1111/1467-9876.00113,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0179,F12,An efficient and robust sampler for Bayesian inference: Transitional Ensemble Markov Chain Monte Carlo,2021,https://doi.org/10.1016/j.ymssp.2021.108471,https://openalex.org/W3203195683,https://doi.org/10.1016/j.ymssp.2021.108471,include_screen,Title matches LFT/sampler scope.,metadata
C0180,F12,Conditional Path Sampling of SDEs and the Langevin MCMC Method,2004,https://doi.org/10.4310/cms.2004.v2.n4.a7,https://openalex.org/W2015626078,https://doi.org/10.4310/cms.2004.v2.n4.a7,include_screen,Title matches LFT/sampler scope.,metadata
C0181,F12,A Bayesian Mixture Model for Across-Site Heterogeneities in the Amino-Acid Replacement Process,2004,https://doi.org/10.1093/molbev/msh112,https://openalex.org/W2147307434,https://doi.org/10.1093/molbev/msh112,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0182,F12,Variational quantum Boltzmann machines,2021,https://doi.org/10.1007/s42484-020-00033-7,https://openalex.org/W3034772724,https://doi.org/10.1007/s42484-020-00033-7,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0183,F12,Space‐use behaviour of woodland caribou based on a cognitive movement model,2015,https://doi.org/10.1111/1365-2656.12357,https://openalex.org/W2061274933,https://doi.org/10.1111/1365-2656.12357,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0184,F12,3-D Sound for Virtual Reality and Multimedia,1995,https://doi.org/10.2307/3680997,https://openalex.org/W2171834532,https://doi.org/10.2307/3680997,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0185,F12,Internal structure and expansion dynamics of laser ablation plumes into ambient gases,2003,https://doi.org/10.1063/1.1544070,https://openalex.org/W1980486847,https://doi.org/10.1063/1.1544070,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0186,F12,Quantum machine learning in high energy physics,2020,https://doi.org/10.1088/2632-2153/abc17d,https://openalex.org/W3024586266,https://doi.org/10.1088/2632-2153/abc17d,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0187,F12,Variational Bayesian learning of directed graphical models with hidden variables,2006,https://doi.org/10.1214/06-ba126,https://openalex.org/W1984268382,https://doi.org/10.1214/06-ba126,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0188,F12,Adaptive Hamiltonian and Riemann Manifold Monte Carlo Samplers,2013,https://doi.org/10.48550/arxiv.1302.6182,https://openalex.org/W1480561599,http://arxiv.org/abs/1302.6182,include_screen,Title matches LFT/sampler scope.,metadata
C0189,F13,On the Design Fundamentals of Diffusion Models: A Survey,2023,https://doi.org/10.48550/arxiv.2306.04542,https://openalex.org/W4379958469,http://arxiv.org/abs/2306.04542,monitor,Adjacent method/failure term; retain for monitoring.,metadata
C0190,F13,Protein Design with Guided Discrete Diffusion,2023,https://doi.org/10.48550/arxiv.2305.20009,https://openalex.org/W4379089699,http://arxiv.org/abs/2305.20009,monitor,Adjacent method/failure term; retain for monitoring.,metadata
C0191,F13,Generative diffusion models: A survey of current theoretical developments,2024,https://doi.org/10.1016/j.neucom.2024.128373,https://openalex.org/W4394867632,https://doi.org/10.1016/j.neucom.2024.128373,monitor,Adjacent method/failure term; retain for monitoring.,metadata
C0192,F13,Deep Learning Approaches for Data Augmentation in Medical Imaging: A Review,2023,https://doi.org/10.3390/jimaging9040081,https://openalex.org/W4367174885,https://doi.org/10.3390/jimaging9040081,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0193,F13,"A tutorial survey of architectures, algorithms, and applications for deep learning",2014,https://doi.org/10.1017/atsip.2013.9,https://openalex.org/W2123585936,https://doi.org/10.1017/atsip.2013.9,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0194,F13,A Review of Deepfake and Its Detection: From Generative Adversarial Networks to Diffusion Models,2025,https://doi.org/10.1155/int/9987535,https://openalex.org/W4410479490,https://doi.org/10.1155/int/9987535,monitor,Adjacent method/failure term; retain for monitoring.,metadata
C0195,F13,"Using passive samplers to assess bioavailability, toxicity, and reactivity of hydrophobic organic chemicals (HOCs)",2015,https://doi.org/10.1575/1912/7305,https://openalex.org/W2198814043,https://doi.org/10.1575/1912/7305,include_screen,Title matches LFT/sampler scope.,metadata
C0196,F13,DiscDiff: Latent Diffusion Model for DNA Sequence Generation,2024,https://doi.org/10.48550/arxiv.2402.06079,https://openalex.org/W4391766422,http://arxiv.org/abs/2402.06079,monitor,Adjacent method/failure term; retain for monitoring.,metadata
C0197,F13,Deep Industrial Image Anomaly Detection: A Survey,2024,https://doi.org/10.1007/s11633-023-1459-z,https://openalex.org/W4390875033,https://doi.org/10.1007/s11633-023-1459-z,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0198,F13,LazyDiT: Lazy Learning for the Acceleration of Diffusion Transformers,2025,https://doi.org/10.1609/aaai.v39i19.34248,https://openalex.org/W4409347803,https://doi.org/10.1609/aaai.v39i19.34248,monitor,Adjacent method/failure term; retain for monitoring.,metadata
C0199,F13,"No Trick, No Treat: Pursuits and Challenges Towards Simulation-free Training of Neural Samplers",2025,https://doi.org/10.48550/arxiv.2502.06685,https://openalex.org/W4407359505,http://arxiv.org/abs/2502.06685,include_screen,Title matches LFT/sampler scope.,metadata
C0200,F13,Robust Node Representation Learning via Graph Variational Diffusion Networks,2023,https://doi.org/10.48550/arxiv.2312.10903,https://openalex.org/W4389983853,http://arxiv.org/abs/2312.10903,monitor,Adjacent method/failure term; retain for monitoring.,metadata
C0201,F13,Automated data processing and feature engineering for deep learning and big data applications: A survey,2024,https://doi.org/10.1016/j.jiixd.2024.01.002,https://openalex.org/W4390667445,https://doi.org/10.1016/j.jiixd.2024.01.002,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0202,F13,Parametric generation of conditional geological realizations using generative neural networks,2019,https://doi.org/10.1007/s10596-019-09850-7,https://openalex.org/W2884129013,https://doi.org/10.1007/s10596-019-09850-7,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0203,F13,Radiation monitoring system,2021,https://doi.org/10.21175/rad.abstr.book.2021.28.20,https://openalex.org/W4213328653,http://doi.org/10.21175/rad.abstr.book.2021.28.20,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0204,F13,TLD-100 post-irradiation fading characteristics according to IEC 62387:2020 standard,2021,https://doi.org/10.21175/rad.abstr.book.2021.31.12,https://openalex.org/W4213346811,https://doi.org/10.21175/rad.abstr.book.2021.31.12,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0205,F13,MNE: overparametrized neural evolution with applications to diffusion processes and sampling,2025,https://doi.org/10.48550/arxiv.2502.03645,https://openalex.org/W4407244598,http://arxiv.org/abs/2502.03645,include_screen,Title matches LFT/sampler scope.,metadata
C0206,F13,Diffused Seeing,2024,https://doi.org/10.70064/mt.v8i1.1075,https://openalex.org/W4404353202,https://doi.org/10.70064/mt.v8i1.1075,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0207,F13,Toward autonomous design and synthesis of novel inorganic materials,2021,https://doi.org/10.1039/d1mh00495f,https://openalex.org/W3159986971,https://doi.org/10.1039/d1mh00495f,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0208,F13,AlignDiff: Aligning Diverse Human Preferences via Behavior-Customisable Diffusion Model,2023,https://doi.org/10.48550/arxiv.2310.02054,https://openalex.org/W4387356177,http://arxiv.org/abs/2310.02054,monitor,Adjacent method/failure term; retain for monitoring.,metadata
C0209,F13,Refining Diffusion Planner for Reliable Behavior Synthesis by Automatic Detection of Infeasible Plans,2023,https://doi.org/10.48550/arxiv.2310.19427,https://openalex.org/W4388093462,http://arxiv.org/abs/2310.19427,monitor,Adjacent method/failure term; retain for monitoring.,metadata
C0210,F13,Data-centric Artificial Intelligence: A Survey,2023,https://doi.org/10.48550/arxiv.2303.10158,https://openalex.org/W4327993492,http://arxiv.org/abs/2303.10158,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0211,F13,Starfysh integrates spatial transcriptomic and histologic data to reveal heterogeneous tumor–immune hubs,2024,https://doi.org/10.1038/s41587-024-02173-8,https://openalex.org/W4393044553,https://doi.org/10.1038/s41587-024-02173-8,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0212,F13,A review of deep learning-based deformable medical image registration,2022,https://doi.org/10.3389/fonc.2022.1047215,https://openalex.org/W4311708135,https://doi.org/10.3389/fonc.2022.1047215,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0213,F13,"Controlled Experiments of Hillslope Coevolution at the Biosphere 2 Landscape Evolution Observatory: Toward Prediction of Coupled Hydrological, Biogeochemical, and Ecological Change",2018,https://doi.org/10.5772/intechopen.72325,https://openalex.org/W2888330107,https://doi.org/10.5772/intechopen.72325,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0214,F14,Physics-informed machine learning,2021,https://doi.org/10.1038/s42254-021-00314-5,https://openalex.org/W3163993681,https://doi.org/10.1038/s42254-021-00314-5,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0215,F14,Forward-Backward Stochastic Neural Networks: Deep Learning of High-dimensional Partial Differential Equations,2018,https://doi.org/10.48550/arxiv.1804.07010,https://openalex.org/W4388891334,http://arxiv.org/abs/1804.07010,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0216,F14,Scientific Machine Learning Through Physics–Informed Neural Networks: Where we are and What’s Next,2022,https://doi.org/10.1007/s10915-022-01939-z,https://openalex.org/W4288039037,https://doi.org/10.1007/s10915-022-01939-z,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0217,F14,Dynamic causal modeling of evoked responses in EEG and MEG,2006,https://doi.org/10.1016/j.neuroimage.2005.10.045,https://openalex.org/W2053773581,https://doi.org/10.1016/j.neuroimage.2005.10.045,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0218,F14,Sample path properties of the stochastic flows,2004,https://doi.org/10.1214/aop/1078415827,https://openalex.org/W2005402688,https://doi.org/10.1214/aop/1078415827,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0219,F14,Constrained stochastic optimal control with learned importance sampling: A path integral approach,2021,https://doi.org/10.1177/02783649211047890,https://openalex.org/W3205566932,https://doi.org/10.1177/02783649211047890,include_screen,Title matches LFT/sampler scope.,metadata
C0220,F14,Fully forward mode training for optical neural networks,2024,https://doi.org/10.1038/s41586-024-07687-4,https://openalex.org/W4401389039,https://doi.org/10.1038/s41586-024-07687-4,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0221,F14,Toward supply chain viability theory: from lessons learned through COVID-19 pandemic to viable ecosystems,2023,https://doi.org/10.1080/00207543.2023.2177049,https://openalex.org/W4324144082,https://doi.org/10.1080/00207543.2023.2177049,exclude,Search noise outside SPS/LFT sampling scope.,metadata
C0222,F14,Enhanced Sampling with Machine Learning,2024,https://doi.org/10.1146/annurev-physchem-083122-125941,https://openalex.org/W4392843672,https://doi.org/10.1146/annurev-physchem-083122-125941,include_screen,Title matches LFT/sampler scope.,metadata
C0223,F14,"On the Road to 6G: Visions, Requirements, Key Technologies, and Testbeds",2023,https://doi.org/10.1109/comst.2023.3249835,https://openalex.org/W4322576964,https://doi.org/10.1109/comst.2023.3249835,exclude,Search noise outside SPS/LFT sampling scope.,metadata
