evidence_id,paper_id,arxiv_id,evidence_type,source_url,pdf_path,anchor,supported_content,status,sha256
E-220211712-R,P017,2202.11712,result,https://arxiv.org/abs/2202.11712,sources/pdfs/2202.11712.pdf,PDF pp.3-4,"At the tested critical parameters, the paper reports frequent topological tunneling and an estimated sampling-efficiency advantage of more than three orders of magnitude over its HMC setup.",full_text_manual,8586e34ea00b8a83522e6b83b55e05404df7129ed95bda97a218b12fcfb44fe8
E-220211712-L,P017,2202.11712,limitation,https://arxiv.org/abs/2202.11712,sources/pdfs/2202.11712.pdf,PDF p.4 conclusion and outlook,"The comparison excludes full setup and raw computational costs, and exact determinant evaluation is not scalable to large volumes or higher dimensions.",full_text_manual,8586e34ea00b8a83522e6b83b55e05404df7129ed95bda97a218b12fcfb44fe8
E-211002673-I,P018,2110.02673,identity,https://arxiv.org/abs/2110.02673,sources/pdfs/2110.02673.pdf,PDF p.1 + current arXiv metadata,"Scaling Up Machine Learning For Quantum Field Theory with Equivariant Continuous Flows (2021), authors: Pim de Haan and Corrado Rainone and Miranda C. N. Cheng and Roberto Bondesan",verified,8cc983701e0b464b438e03457414b6d05545c7805f605865f8dd3f586755754c
E-211002673-P,P018,2110.02673,problem,https://arxiv.org/abs/2110.02673,sources/pdfs/2110.02673.pdf,PDF p.1 abstract and pp.1-2 introduction,Improve the scaling and sampling efficiency of flow models as lattice size grows.,full_text_manual,8cc983701e0b464b438e03457414b6d05545c7805f605865f8dd3f586755754c
E-211002673-M,P018,2110.02673,method,https://arxiv.org/abs/2110.02673,sources/pdfs/2110.02673.pdf,PDF pp.3-5,Use a shallow symmetry-aware continuous normalizing flow based on a neural ODE and handcrafted equivariant features.,full_text_manual,8cc983701e0b464b438e03457414b6d05545c7805f605865f8dd3f586755754c
E-211002673-R,P018,2110.02673,result,https://arxiv.org/abs/2110.02673,sources/pdfs/2110.02673.pdf,PDF p.1 abstract and pp.5-7 experiments,"On the paper's largest 32 by 32 phi4 lattice, the abstract reports ESS increasing from 1 percent for the RealNVP baseline to 66 percent for the proposed model.",full_text_manual,8cc983701e0b464b438e03457414b6d05545c7805f605865f8dd3f586755754c
E-211002673-L,P018,2110.02673,limitation,https://arxiv.org/abs/2110.02673,sources/pdfs/2110.02673.pdf,PDF p.7 conclusion,The tests use a simple scalar theory; systematic scaling and locally gauge-equivariant extensions needed for QCD remain future work.,full_text_manual,8cc983701e0b464b438e03457414b6d05545c7805f605865f8dd3f586755754c
E-200707115-I,P019,2007.07115,identity,https://arxiv.org/abs/2007.07115,sources/pdfs/2007.07115.pdf,PDF p.1 + current arXiv metadata,"Estimation of Thermodynamic Observables in Lattice Field Theories with Deep Generative Models (2021), authors: Nicoli, Kim A. and Anders, Christopher J. and Funcke, Lena and Hartung, Tobias and Jansen, Karl and Kessel, Pan and Nakajima, Shinichi and Stornati, Paolo",verified,2adb146d491a4ec0e09d1a680fd3455ebfa54567722c8f42472e6843dd6a6ee7
E-200707115-P,P019,2007.07115,problem,https://arxiv.org/abs/2007.07115,sources/pdfs/2007.07115.pdf,PDF pp.1-2,Estimate an absolute free energy without integrating many MCMC free-energy differences and accumulating trajectory errors.,full_text_manual,2adb146d491a4ec0e09d1a680fd3455ebfa54567722c8f42472e6843dd6a6ee7
E-200707115-M,P019,2007.07115,method,https://arxiv.org/abs/2007.07115,sources/pdfs/2007.07115.pdf,PDF pp.2-4,Train a tractable normalizing-flow density and use model samples and density ratios to estimate the partition function and free energy directly.,full_text_manual,2adb146d491a4ec0e09d1a680fd3455ebfa54567722c8f42472e6843dd6a6ee7
E-200707115-R,P019,2007.07115,result,https://arxiv.org/abs/2007.07115,sources/pdfs/2007.07115.pdf,PDF pp.3-5 and figures,"For the tested two-dimensional phi4 systems, the direct flow estimates agree with the paper's analytic and MCMC comparisons.",full_text_manual,2adb146d491a4ec0e09d1a680fd3455ebfa54567722c8f42472e6843dd6a6ee7
E-200707115-L,P019,2007.07115,limitation,https://arxiv.org/abs/2007.07115,sources/pdfs/2007.07115.pdf,PDF p.5 conclusion,The demonstration is restricted to two-dimensional phi4; scaling to four-dimensional gauge theories is left to future work.,full_text_manual,2adb146d491a4ec0e09d1a680fd3455ebfa54567722c8f42472e6843dd6a6ee7
E-250107371-I,P020,2501.07371,identity,https://arxiv.org/abs/2501.07371,sources/pdfs/2501.07371.pdf,PDF p.1 + current arXiv metadata,"Simulating the Hubbard Model with Equivariant Normalizing Flows (2025), authors: Dominic Schuh; Janik Kreit; Evan Berkowitz; Lena Funcke; Thomas Luu; Kim A. Nicoli; Marcel Rodekamp",verified,cf276c695175b749c9bca7ab8d8d41d986c1fab2b591bc73ab3f3015d82f955e
E-250107371-P,P020,2501.07371,problem,https://arxiv.org/abs/2501.07371,sources/pdfs/2501.07371.pdf,PDF p.1 abstract and pp.3-4,Mitigate severe ergodicity barriers encountered by HMC in small Hubbard-model systems.,full_text_manual,cf276c695175b749c9bca7ab8d8d41d986c1fab2b591bc73ab3f3015d82f955e
E-250107371-M,P020,2501.07371,method,https://arxiv.org/abs/2501.07371,sources/pdfs/2501.07371.pdf,PDF pp.5-9,Construct normalizing flows equivariant under selected Hubbard symmetries and apply NeuralMCMC metropolization to the generated proposals.,full_text_manual,cf276c695175b749c9bca7ab8d8d41d986c1fab2b591bc73ab3f3015d82f955e
E-250107371-R,P020,2501.07371,result,https://arxiv.org/abs/2501.07371,sources/pdfs/2501.07371.pdf,PDF pp.8-11 and Table 1,"For the tested 2 by 1 and 2 by 2 systems, equivariance reduces training cost and improves acceptance and autocorrelation relative to the non-equivariant model.",full_text_manual,cf276c695175b749c9bca7ab8d8d41d986c1fab2b591bc73ab3f3015d82f955e
E-250107371-L,P020,2501.07371,limitation,https://arxiv.org/abs/2501.07371,sources/pdfs/2501.07371.pdf,PDF pp.10-11 conclusion,This is a small-system proof of concept; preserving bijectivity under canonicalization and scaling to larger temporal extent remain unresolved.,full_text_manual,cf276c695175b749c9bca7ab8d8d41d986c1fab2b591bc73ab3f3015d82f955e
E-210108176-I,P021,2101.08176,identity,https://arxiv.org/abs/2101.08176,sources/pdfs/2101.08176.pdf,PDF p.1 + current arXiv metadata,"Introduction to Normalizing Flows for Lattice Field Theory (2021), authors: Michael S. Albergo; Denis Boyda; Daniel C. Hackett; Gurtej Kanwar; Kyle Cranmer; Sébastien Racanière; Danilo Jimenez Rezende; Phiala E. Shanahan",verified,1b0caf63db00d605563de7cf56b5905c2572ee02dbdca7aaaf187231fa1a7822
E-210108176-P,P021,2101.08176,problem,https://arxiv.org/abs/2101.08176,sources/pdfs/2101.08176.pdf,PDF p.1 abstract and introduction,"Provide a concrete, reproducible introduction to flow-based sampling for scalar and gauge lattice field theories.",full_text_manual,1b0caf63db00d605563de7cf56b5905c2572ee02dbdca7aaaf187231fa1a7822
E-210108176-M,P021,2101.08176,method,https://arxiv.org/abs/2101.08176,sources/pdfs/2101.08176.pdf,PDF pp.4-18 and pp.30-38,"Build change-of-variable flow models, train them with reverse KL using model samples, and encode lattice and U(1) gauge symmetries in coupling layers.",full_text_manual,1b0caf63db00d605563de7cf56b5905c2572ee02dbdca7aaaf187231fa1a7822
E-210108176-R,P021,2101.08176,result,https://arxiv.org/abs/2101.08176,sources/pdfs/2101.08176.pdf,PDF notebook examples throughout,The document supplies executable scalar and U(1) examples and implementation guidance; it is primarily a tutorial rather than a new broad benchmark claim.,full_text_manual,1b0caf63db00d605563de7cf56b5905c2572ee02dbdca7aaaf187231fa1a7822
E-210108176-L,P021,2101.08176,limitation,https://arxiv.org/abs/2101.08176,sources/pdfs/2101.08176.pdf,PDF p.17 and p.38,"Reverse-KL self-training is mode-seeking for multimodal targets, and higher-dimensional gauge-equivariant masking remains an open design problem.",full_text_manual,1b0caf63db00d605563de7cf56b5905c2572ee02dbdca7aaaf187231fa1a7822
E-240915937-I,P022,2409.15937,identity,https://arxiv.org/abs/2409.15937,sources/pdfs/2409.15937.pdf,PDF p.1 + current arXiv metadata,"Numerical determination of the width and shape of the effective string using Stochastic Normalizing Flows (2024), authors: Michele Caselle; Elia Cellini; Alessandro Nada",verified,1678a1c65e7728818bd4a3b732b61458efc23b3f7db868c774a7c1a03ccbd329
E-240915937-P,P022,2409.15937,problem,https://arxiv.org/abs/2409.15937,sources/pdfs/2409.15937.pdf,PDF p.1 abstract,Compute effective-string observables that are difficult to sample accurately with conventional local updates.,full_text_manual,1678a1c65e7728818bd4a3b732b61458efc23b3f7db868c774a7c1a03ccbd329
E-240915937-M,P022,2409.15937,method,https://arxiv.org/abs/2409.15937,sources/pdfs/2409.15937.pdf,PDF method sections,Use stochastic normalizing flows that interleave invertible layers with stochastic nonequilibrium updates.,full_text_manual,1678a1c65e7728818bd4a3b732b61458efc23b3f7db868c774a7c1a03ccbd329
E-240915937-R,P022,2409.15937,result,https://arxiv.org/abs/2409.15937,sources/pdfs/2409.15937.pdf,"PDF results and conclusion, around pp.15-20","The method reproduces Nambu-Goto benchmarks and is used to study string width, flux-tube shape and beyond-leading behavior.",full_text_manual,1678a1c65e7728818bd4a3b732b61458efc23b3f7db868c774a7c1a03ccbd329
E-240915937-L,P022,2409.15937,limitation,https://arxiv.org/abs/2409.15937,sources/pdfs/2409.15937.pdf,PDF p.20 conclusion,"This is an effective-string application, not a general scaling demonstration for realistic gauge theories; more complex models remain future work.",full_text_manual,1678a1c65e7728818bd4a3b732b61458efc23b3f7db868c774a7c1a03ccbd329
E-251219575-I,P023,2512.19575,identity,https://arxiv.org/abs/2512.19575,sources/pdfs/2512.19575.pdf,PDF p.1 + current arXiv metadata,"Variational Autoregressive Networks Applied to $^4$ Field Theory Systems (2025), authors: Qian, Moxian and Chen, Shiyang",verified,7572feab34168a4a32c01d6d2f9f00b5dd7bac62603476104e4d488363da9b96
E-251219575-P,P023,2512.19575,problem,https://arxiv.org/abs/2512.19575,sources/pdfs/2512.19575.pdf,PDF p.1 abstract,Build data-free autoregressive samplers for discrete and continuous lattice systems and reduce residual proposal bias.,full_text_manual,7572feab34168a4a32c01d6d2f9f00b5dd7bac62603476104e4d488363da9b96
E-251219575-M,P023,2512.19575,method,https://arxiv.org/abs/2512.19575,sources/pdfs/2512.19575.pdf,PDF pp.2-8 method,"Train variational autoregressive networks, add single-site/block MH corrections, and use transfer learning across coupling and size.",full_text_manual,7572feab34168a4a32c01d6d2f9f00b5dd7bac62603476104e4d488363da9b96
E-251219575-R,P023,2512.19575,result,https://arxiv.org/abs/2512.19575,sources/pdfs/2512.19575.pdf,PDF pp.16-17 conclusion,VAN+MH agrees with HMC on the tested Ising/phi4 systems and transfer learning reduces training epochs in the reported ranges.,full_text_manual,7572feab34168a4a32c01d6d2f9f00b5dd7bac62603476104e4d488363da9b96
E-251219575-L,P023,2512.19575,limitation,https://arxiv.org/abs/2512.19575,sources/pdfs/2512.19575.pdf,PDF p.17 conclusion,"Only small lattices/parameter ranges are tested; gauge theories, larger finite-size scaling and other correction mechanisms remain open.",full_text_manual,7572feab34168a4a32c01d6d2f9f00b5dd7bac62603476104e4d488363da9b96
E-220700283-I,P024,2207.00283,identity,https://arxiv.org/abs/2207.00283,sources/pdfs/2207.00283.pdf,PDF p.1 + current arXiv metadata,"Learning lattice quantum field theories with equivariant continuous flows (2023), authors: Gerdes, Mathis and de Haan, Pim and Rainone, Corrado and Bondesan, Roberto and Cheng, Miranda C. N.",verified,430e9eac53156a514fa6e97a401e8a9118ebd632530f5b7ffe7cf81f76751286
E-220700283-P,P024,2207.00283,problem,https://arxiv.org/abs/2207.00283,sources/pdfs/2207.00283.pdf,PDF pp.1-2,Reduce critical-slowing and retraining costs when lattice size or theory parameters change.,full_text_manual,430e9eac53156a514fa6e97a401e8a9118ebd632530f5b7ffe7cf81f76751286
E-220700283-M,P024,2207.00283,method,https://arxiv.org/abs/2207.00283,sources/pdfs/2207.00283.pdf,PDF pp.4-7,Use a fully equivariant continuous flow with theory conditioning and parameter transfer across couplings and lattice sizes.,full_text_manual,430e9eac53156a514fa6e97a401e8a9118ebd632530f5b7ffe7cf81f76751286
E-220700283-R,P024,2207.00283,result,https://arxiv.org/abs/2207.00283,sources/pdfs/2207.00283.pdf,PDF pp.7-10,"In the tested two-dimensional phi4 models, the method improves flow sampling efficiency and transfers learned parameters across nearby theories and lattice sizes.",full_text_manual,430e9eac53156a514fa6e97a401e8a9118ebd632530f5b7ffe7cf81f76751286
E-220700283-L,P024,2207.00283,limitation,https://arxiv.org/abs/2207.00283,sources/pdfs/2207.00283.pdf,PDF p.10 conclusion,Evidence is limited to scalar fields; gauge-theory equivariance and the training-time versus final-ESS tradeoff remain open.,full_text_manual,430e9eac53156a514fa6e97a401e8a9118ebd632530f5b7ffe7cf81f76751286
E-210700734-I,P025,2107.00734,identity,https://arxiv.org/abs/2107.00734,sources/pdfs/2107.00734.pdf,PDF p.1 + current arXiv metadata,"Flow-based sampling for multimodal and extended-mode distributions in lattice field theory (2025), authors: Daniel C. Hackett and Chung-Chun Hsieh and Sahil Pontula and Michael S. Albergo and Denis Boyda and Jiunn-Wei Chen and Kai-Feng Chen and Kyle Cranmer and Gurtej Kanwar and Phiala E. Shanahan",verified,55998cffeab28dbcff6ac5448733fed20458dee16301075dfbecdf81914f8d69
E-210700734-P,P025,2107.00734,problem,https://arxiv.org/abs/2107.00734,sources/pdfs/2107.00734.pdf,PDF p.1 abstract,Reverse-KL flow training can collapse modes or miss low-density inner tails even when global metrics look good.,full_text_manual,55998cffeab28dbcff6ac5448733fed20458dee16301075dfbecdf81914f8d69
E-210700734-M,P025,2107.00734,method,https://arxiv.org/abs/2107.00734,sources/pdfs/2107.00734.pdf,PDF method sections,"Develop topology matching, equivariant/mixture architectures, forward-KL/adaptive retraining and composite HMC+flow sampling.",full_text_manual,55998cffeab28dbcff6ac5448733fed20458dee16301075dfbecdf81914f8d69
E-210700734-R,P025,2107.00734,result,https://arxiv.org/abs/2107.00734,sources/pdfs/2107.00734.pdf,PDF pp.36-38 conclusion,"The tested methods alleviate mode collapse in real and complex scalar theories, while hybrid chains escape high-weight tails more reliably.",full_text_manual,55998cffeab28dbcff6ac5448733fed20458dee16301075dfbecdf81914f8d69
E-210700734-L,P025,2107.00734,limitation,https://arxiv.org/abs/2107.00734,sources/pdfs/2107.00734.pdf,PDF pp.37-38 conclusion,"Inner-tail mismodeling persists, metrics can be deceptive, and architecture/training must be specialized; comparative cost is application dependent.",full_text_manual,55998cffeab28dbcff6ac5448733fed20458dee16301075dfbecdf81914f8d69
E-221103470-I,P026,2211.03470,identity,https://arxiv.org/abs/2211.03470,sources/pdfs/2211.03470.pdf,PDF p.1 + current arXiv metadata,"Fourier-flow model generating Feynman paths (2023), authors: Chen, Shile and Savchuk, Oleh and Zheng, Shiqi and Chen, Baoyi and Stoecker, Horst and Wang, Lingxiao and Zhou, Kai",verified,8e482ee920bbf3b9ca44023894e529b46ca7d3df0e621f168e2954ec28cd4a18
E-221103470-P,P026,2211.03470,problem,https://arxiv.org/abs/2211.03470,sources/pdfs/2211.03470.pdf,PDF p.1 abstract,Generate periodic Feynman paths efficiently for harmonic and double-well quantum-mechanical systems.,full_text_manual,8e482ee920bbf3b9ca44023894e529b46ca7d3df0e621f168e2954ec28cd4a18
E-221103470-M,P026,2211.03470,method,https://arxiv.org/abs/2211.03470,sources/pdfs/2211.03470.pdf,PDF pp.2-4,Combine a discrete Fourier representation with RealNVP to encode periodic path structure and use the trained Fourier flow either directly or as an MCMC proposal.,full_text_manual,8e482ee920bbf3b9ca44023894e529b46ca7d3df0e621f168e2954ec28cd4a18
E-221103470-R,P026,2211.03470,result,https://arxiv.org/abs/2211.03470,sources/pdfs/2211.03470.pdf,PDF pp.4-5 and Table II,"For the tested oscillators, reported low-energy observables track MCMC, while the augmented chain has acceptance above 50 percent and reduced autocorrelation.",full_text_manual,8e482ee920bbf3b9ca44023894e529b46ca7d3df0e621f168e2954ec28cd4a18
E-221103470-L,P026,2211.03470,limitation,https://arxiv.org/abs/2211.03470,sources/pdfs/2211.03470.pdf,PDF pp.4-5 summary,"The evidence is quantum-mechanical and low-dimensional; difficult double wells expose standalone-flow errors, and extension to QFT is future work.",full_text_manual,8e482ee920bbf3b9ca44023894e529b46ca7d3df0e621f168e2954ec28cd4a18
E-241219109-I,P027,2412.19109,identity,https://arxiv.org/abs/2412.19109,sources/pdfs/2412.19109.pdf,PDF p.1 + current arXiv metadata,"Stochastic normalizing flows for Effective String Theory (2024), authors: Michele Caselle; Elia Cellini; Alessandro Nada",verified,dc3b3f846eb7f13f9b9a50021f993ab6bc34c8755a9fe3cdb5f9a3dcf7a41536
E-241219109-P,P027,2412.19109,problem,https://arxiv.org/abs/2412.19109,sources/pdfs/2412.19109.pdf,PDF p.1 abstract,Apply stochastic normalizing flows to effective-string observables with reduced autocorrelation and controlled estimates.,full_text_manual,dc3b3f846eb7f13f9b9a50021f993ab6bc34c8755a9fe3cdb5f9a3dcf7a41536
E-241219109-M,P027,2412.19109,method,https://arxiv.org/abs/2412.19109,sources/pdfs/2412.19109.pdf,PDF pp.2-5 method,Combine normalizing-flow transformations with stochastic updates along an interpolating protocol.,full_text_manual,dc3b3f846eb7f13f9b9a50021f993ab6bc34c8755a9fe3cdb5f9a3dcf7a41536
E-241219109-R,P027,2412.19109,result,https://arxiv.org/abs/2412.19109,sources/pdfs/2412.19109.pdf,PDF results section,The proceedings contribution reports Binder and flux-profile observables consistent with reference expectations.,full_text_manual,dc3b3f846eb7f13f9b9a50021f993ab6bc34c8755a9fe3cdb5f9a3dcf7a41536
E-241219109-L,P027,2412.19109,limitation,https://arxiv.org/abs/2412.19109,sources/pdfs/2412.19109.pdf,PDF final section,Proceedings-scale evidence and one application domain limit conclusions about general scalability.,full_text_manual,dc3b3f846eb7f13f9b9a50021f993ab6bc34c8755a9fe3cdb5f9a3dcf7a41536
E-181012879-I,P028,1810.12879,identity,https://arxiv.org/abs/1810.12879,sources/pdfs/1810.12879.pdf,PDF p.1 + current arXiv metadata,"Regressive and generative neural networks for scalar field theory (2019), authors: Zhou, Kai and Endr o di, Gergely and Pang, Long-Gang and St \""o cker, Horst",verified,6b373eb105b8b8230ed2f0d82e095b42e76311c914770ddbc6123fc8a007db81
E-181012879-P,P028,1810.12879,problem,https://arxiv.org/abs/1810.12879,sources/pdfs/1810.12879.pdf,PDF p.1 abstract and introduction,"Explore whether neural networks can classify phases, predict observables, and generate configurations for a finite-density scalar lattice theory.",full_text_manual,6b373eb105b8b8230ed2f0d82e095b42e76311c914770ddbc6123fc8a007db81
E-181012879-M,P028,1810.12879,method,https://arxiv.org/abs/1810.12879,sources/pdfs/1810.12879.pdf,PDF pp.1-3 and Appendix B,Train supervised regressors/classifiers and a conditional GAN on configurations generated by a conventional worm algorithm.,full_text_manual,6b373eb105b8b8230ed2f0d82e095b42e76311c914770ddbc6123fc8a007db81
E-181012879-R,P028,1810.12879,result,https://arxiv.org/abs/1810.12879,sources/pdfs/1810.12879.pdf,PDF pp.4-8,"Within the tested scalar model, the networks recognize phases and observables beyond the training point, while generated configurations reproduce selected distributional features and a local constraint.",full_text_manual,6b373eb105b8b8230ed2f0d82e095b42e76311c914770ddbc6123fc8a007db81
E-181012879-L,P028,1810.12879,limitation,https://arxiv.org/abs/1810.12879,sources/pdfs/1810.12879.pdf,PDF p.1 introduction and p.8 Sec. IV,This is a training-data-dependent proof of concept; generated samples are not an exact target sampler and extension outside the tested regime is prospective.,full_text_manual,6b373eb105b8b8230ed2f0d82e095b42e76311c914770ddbc6123fc8a007db81
E-240918861-I,P029,2409.18861,identity,https://arxiv.org/abs/2409.18861,sources/pdfs/2409.18861.pdf,PDF p.1 + current arXiv metadata,"Sampling SU(3) pure gauge theory with Stochastic Normalizing Flows (2024), authors: Andrea Bulgarelli; Elia Cellini; Alessandro Nada",verified,662102a173db6d419f701a1247050e5d023acc0f0182a1d7a5c0719b04a82d5f
E-240918861-P,P029,2409.18861,problem,https://arxiv.org/abs/2409.18861,sources/pdfs/2409.18861.pdf,PDF p.1 abstract,Mitigate critical slowing/topological freezing in 4D SU(3) while retaining favorable nonequilibrium scaling.,full_text_manual,662102a173db6d419f701a1247050e5d023acc0f0182a1d7a5c0719b04a82d5f
E-240918861-M,P029,2409.18861,method,https://arxiv.org/abs/2409.18861,sources/pdfs/2409.18861.pdf,PDF pp.2-6 method,Insert gauge-equivariant coupling layers into a non-equilibrium Monte Carlo protocol and train by dissipated-work/KL reduction.,full_text_manual,662102a173db6d419f701a1247050e5d023acc0f0182a1d7a5c0719b04a82d5f
E-240918861-R,P029,2409.18861,result,https://arxiv.org/abs/2409.18861,sources/pdfs/2409.18861.pdf,"PDF pp.6-7, Figs. 2-3",SNF reaches similar KL/ESS with about half the protocol steps of NE-MCMC and inherits the tested volume scaling.,full_text_manual,662102a173db6d419f701a1247050e5d023acc0f0182a1d7a5c0719b04a82d5f
E-240918861-L,P029,2409.18861,limitation,https://arxiv.org/abs/2409.18861,sources/pdfs/2409.18861.pdf,PDF pp.7-8 conclusion,Changing all links still implies n_step proportional to volume and becomes very expensive on fine lattices; protocol and architecture optimization remain open.,full_text_manual,662102a173db6d419f701a1247050e5d023acc0f0182a1d7a5c0719b04a82d5f
E-221107541-I,P030,2211.07541,identity,https://arxiv.org/abs/2211.07541,sources/pdfs/2211.07541.pdf,PDF p.1 + current arXiv metadata,"Aspects of scaling and scalability for flow-based sampling of lattice QCD (2022), authors: Ryan Abbott; Michael S. Albergo; Aleksandar Botev; Denis Boyda; K. Cranmer; Daniel C. Hackett; Alexander Matthews; Sébastien Racanière; Ali Razavi; Danilo Jimenez Rezende; Fernando Romero-López; Phiala E. Shanahan; Julian M. Urban",verified,7852044405efbe657ad5dece5b84c3d50ede2214c051159b84787eddd4c40542
E-221107541-P,P030,2211.07541,problem,https://arxiv.org/abs/2211.07541,sources/pdfs/2211.07541.pdf,PDF p.1 abstract,Determine whether flow-based lattice-QCD sampling is actually scalable rather than extrapolating from toy-model ESS.,full_text_manual,7852044405efbe657ad5dece5b84c3d50ede2214c051159b84787eddd4c40542
E-221107541-M,P030,2211.07541,method,https://arxiv.org/abs/2211.07541,sources/pdfs/2211.07541.pdf,PDF pp.3-8 analysis,"Decompose training, proposal and correction costs and analyze how architecture, transfer learning, stopping rules and protocols change scaling.",full_text_manual,7852044405efbe657ad5dece5b84c3d50ede2214c051159b84787eddd4c40542
E-221107541-R,P030,2211.07541,result,https://arxiv.org/abs/2211.07541,sources/pdfs/2211.07541.pdf,PDF pp.1-8,The paper shows that no single flow scaling law is meaningful; scalability must be assessed experimentally for each full algorithm.,full_text_manual,7852044405efbe657ad5dece5b84c3d50ede2214c051159b84787eddd4c40542
E-221107541-L,P030,2211.07541,limitation,https://arxiv.org/abs/2211.07541,sources/pdfs/2211.07541.pdf,PDF pp.7-10 limitations/discussion,"Training cost can vary by orders of magnitude with protocol, and state-of-the-art QCD viability remains unproven.",full_text_manual,7852044405efbe657ad5dece5b84c3d50ede2214c051159b84787eddd4c40542
E-260708505-I,P031,2607.08505,identity,https://arxiv.org/abs/2607.08505,sources/pdfs/2607.08505.pdf,PDF p.1 + current arXiv metadata,"Diffusion Models for Sampling Near Criticality in Lattice Field Theories (2026), authors: Yang-yang Tan; Gert Aarts; Diaa E. Habibi; Biagio Lucini; Lingxiao Wang",verified,29e9de724ae484a7998d3044fc9e34cb8edb16e812918f71c2d57359e4d73572
E-260708505-P,P031,2607.08505,problem,https://arxiv.org/abs/2607.08505,sources/pdfs/2607.08505.pdf,PDF p.1 abstract,Test diffusion sampling near criticality and whether training on cheap small volumes transfers to unseen large lattices.,full_text_manual,29e9de724ae484a7998d3044fc9e34cb8edb16e812918f71c2d57359e4d73572
E-260708505-M,P031,2607.08505,method,https://arxiv.org/abs/2607.08505,sources/pdfs/2607.08505.pdf,PDF methods and Sec. V,"Use a fully convolutional reverse-SDE score model trained across volumes, plus score, MALA-acceptance and HMC-referenced ESS diagnostics.",full_text_manual,29e9de724ae484a7998d3044fc9e34cb8edb16e812918f71c2d57359e4d73572
E-260708505-R,P031,2607.08505,result,https://arxiv.org/abs/2607.08505,sources/pdfs/2607.08505.pdf,PDF pp.20-21 summary,"Cross-volume models reproduce most 2D/3D phi4 observables and the propagator at unseen sizes, including L=64, with strongest residuals in infrared/zero-mode quantities.",full_text_manual,29e9de724ae484a7998d3044fc9e34cb8edb16e812918f71c2d57359e4d73572
E-260708505-L,P031,2607.08505,limitation,https://arxiv.org/abs/2607.08505,sources/pdfs/2607.08505.pdf,PDF pp.20-21 summary/outlook,"Results use scalar theories, support filters and 2000 score evaluations; zero-mode/action-density bias, transfer range, gauge equivariance and fermions remain open.",full_text_manual,29e9de724ae484a7998d3044fc9e34cb8edb16e812918f71c2d57359e4d73572
E-230917082-I,P032,2309.17082,identity,https://arxiv.org/abs/2309.17082,sources/pdfs/2309.17082.pdf,PDF p.1 + current arXiv metadata,"Diffusion Models as Stochastic Quantization in Lattice Field Theory (2023), authors: Lingxiao Wang; Gert Aarts; Kai Zhou",verified,3c6e52dcbf2a73118d59cb87490bb843ddbebce1e46c73b93f68caa144f242bc
E-230917082-P,P032,2309.17082,problem,https://arxiv.org/abs/2309.17082,sources/pdfs/2309.17082.pdf,PDF p.1 abstract,Relate modern denoising diffusion to stochastic quantization and use it to reduce lattice-chain autocorrelation.,full_text_manual,3c6e52dcbf2a73118d59cb87490bb843ddbebce1e46c73b93f68caa144f242bc
E-230917082-M,P032,2309.17082,method,https://arxiv.org/abs/2309.17082,sources/pdfs/2309.17082.pdf,PDF pp.3-13 theory/method,Learn a reverse Langevin/score process from HMC data and deploy it as a global proposal in 2D phi4.,full_text_manual,3c6e52dcbf2a73118d59cb87490bb843ddbebce1e46c73b93f68caa144f242bc
E-230917082-R,P032,2309.17082,result,https://arxiv.org/abs/2309.17082,sources/pdfs/2309.17082.pdf,PDF pp.14-19 results,The trained model reproduces tested configurations and reduces autocorrelation in symmetric and broken phases.,full_text_manual,3c6e52dcbf2a73118d59cb87490bb843ddbebce1e46c73b93f68caa144f242bc
E-230917082-L,P032,2309.17082,limitation,https://arxiv.org/abs/2309.17082,sources/pdfs/2309.17082.pdf,PDF pp.19-20 conclusion,"The study is a simple 2D demonstration and leaves data-free training, non-Abelian fields, fermions and complex actions unresolved.",full_text_manual,3c6e52dcbf2a73118d59cb87490bb843ddbebce1e46c73b93f68caa144f242bc
E-251026081-I,P033,2510.26081,identity,https://arxiv.org/abs/2510.26081,sources/pdfs/2510.26081.pdf,PDF p.1 + current arXiv metadata,"Group-Equivariant Diffusion Models for Lattice Field Theory (2025), authors: Octavio Vega; Javad Komijani; Aida El-Khadra; Marina Marinkovic",verified,c315ee3cd880525f23586972af6fc9b50417a6a4799fc956b65e2a6f1c1acc6d
E-251026081-P,P033,2510.26081,problem,https://arxiv.org/abs/2510.26081,sources/pdfs/2510.26081.pdf,PDF p.1 abstract,Improve diffusion sample quality for scalar and gauge targets by encoding exact symmetries and target forces.,full_text_manual,c315ee3cd880525f23586972af6fc9b50417a6a4799fc956b65e2a6f1c1acc6d
E-251026081-M,P033,2510.26081,method,https://arxiv.org/abs/2510.26081,sources/pdfs/2510.26081.pdf,PDF pp.9-18 method,Use group-equivariant score networks with force-regularized score matching for 2D phi4 and U(1).,full_text_manual,c315ee3cd880525f23586972af6fc9b50417a6a4799fc956b65e2a6f1c1acc6d
E-251026081-R,P033,2510.26081,result,https://arxiv.org/abs/2510.26081,sources/pdfs/2510.26081.pdf,PDF pp.26-28 results/conclusion,Symmetry-aware models outperform generic scores and reproduce tested observables with ESS reported between 15% and 65% in U(1) examples.,full_text_manual,c315ee3cd880525f23586972af6fc9b50417a6a4799fc956b65e2a6f1c1acc6d
