QueryID,Rank,SourceID,DOI,Title,Year,CitedByCount,PrimaryURL
F10,19,https://openalex.org/W3093849689,https://doi.org/10.48550/arxiv.2010.12135,Graph Geometry Interaction Learning,2020,21,http://arxiv.org/abs/2010.12135
F10,20,https://openalex.org/W2885676805,https://doi.org/10.5281/zenodo.1314289,Dependent Relational Gamma Process Models For Longitudinal Networks,2018,15,http://tubiblio.ulb.tu-darmstadt.de/106666/
F10,21,https://openalex.org/W2985516053,https://doi.org/10.1109/cvpr42600.2020.00611,Effectively Unbiased FID and Inception Score and Where to Find Them,2020,17,https://doi.org/10.1109/cvpr42600.2020.00611
F10,22,https://openalex.org/W4379278294,https://doi.org/10.48550/arxiv.2306.00581,Sampling U(1) gauge theory using a re-trainable conditional flow-based model,2023,3,http://arxiv.org/abs/2306.00581
F10,23,https://openalex.org/W4388453254,https://doi.org/10.1002/cssc.202301284,Revolutionizing Solid‐State NASICON Sodium Batteries: Enhanced Ionic Conductivity Estimation through Multivariate Experimental Parameters Leveraging Machine Learning,2023,13,https://doi.org/10.1002/cssc.202301284
F10,24,https://openalex.org/W4402686705,https://doi.org/10.1145/3696208,Scabbard: An Exploratory Study on Hardware Aware Design Choices of Learning with Rounding-based Key Encapsulation Mechanisms,2024,4,https://doi.org/10.1145/3696208
F10,25,https://openalex.org/W2909685849,https://doi.org/10.1155/2019/5736563,Production of Reduced Graphene Oxide Platelets from Graphite Flakes Using the Fenton Reaction as an Alternative to Harmful Oxidizing Agents,2019,14,https://doi.org/10.1155/2019/5736563
F11,1,https://openalex.org/W2051137788,https://doi.org/10.1371/journal.pcbi.1002211,Neural Dynamics as Sampling: A Model for Stochastic Computation in Recurrent Networks of Spiking Neurons,2011,407,https://doi.org/10.1371/journal.pcbi.1002211
F11,2,https://openalex.org/W2253619190,https://doi.org/10.1007/s10955-016-1491-2,Variance Reduction Using Nonreversible Langevin Samplers,2016,117,https://doi.org/10.1007/s10955-016-1491-2
F11,3,https://openalex.org/W2157955324,https://doi.org/10.1007/s10994-008-5057-7,Improving the structure MCMC sampler for Bayesian networks by introducing a new edge reversal move,2008,142,https://doi.org/10.1007/s10994-008-5057-7
F11,4,https://openalex.org/W3100688298,https://doi.org/10.1080/01621459.2020.1847120,Stochastic Gradient Markov Chain Monte Carlo,2020,137,https://doi.org/10.1080/01621459.2020.1847120
F11,5,https://openalex.org/W2167543722,https://doi.org/10.1186/1752-0509-4-99,Parameter inference for discretely observed stochastic kinetic models using stochastic gradient descent,2010,71,https://doi.org/10.1186/1752-0509-4-99
F11,6,https://openalex.org/W3401598,,Distributed Stochastic Gradient MCMC,2014,84,http://ece.duke.edu/~lcarin/icml2014_Ahn.pdf
F11,7,https://openalex.org/W1774344329,https://doi.org/10.1109/jstsp.2015.2496908,A Survey of Stochastic Simulation and Optimization Methods in Signal Processing,2015,136,https://doi.org/10.1109/jstsp.2015.2496908
F11,8,https://openalex.org/W2100465167,https://doi.org/10.5194/esd-1-1-2010,"A new model of Holocene peatland net primary production, decomposition, water balance, and peat accumulation",2010,284,https://doi.org/10.5194/esd-1-1-2010
F11,9,https://openalex.org/W4283370837,https://doi.org/10.1162/rest_a_01213,Addressing COVID-19 Outliers in BVARs with Stochastic Volatility,2022,116,https://doi.org/10.1162/rest_a_01213
F11,10,https://openalex.org/W1846292136,https://doi.org/10.3150/15-bej785,Uniform ergodicity of the iterated conditional SMC and geometric ergodicity of particle Gibbs samplers,2017,59,https://doi.org/10.3150/15-bej785
F11,11,https://openalex.org/W2173126837,https://doi.org/10.1016/j.envsoft.2015.08.013,"Markov chain Monte Carlo simulation using the DREAM software package: Theory, concepts, and MATLAB implementation",2015,875,https://doi.org/10.1016/j.envsoft.2015.08.013
F11,12,https://openalex.org/W2013029834,https://doi.org/10.1029/2009jf001260,Stochastic modeling in sediment dynamics: Exner equation for planar bed incipient bed load transport conditions,2010,127,https://doi.org/10.1029/2009jf001260
F11,13,https://openalex.org/W2011375014,https://doi.org/10.1016/j.cageo.2005.10.015,Application of parallel computing to stochastic parameter estimation in environmental models,2006,70,https://doi.org/10.1016/j.cageo.2005.10.015
F11,14,https://openalex.org/W2081915704,https://doi.org/10.1017/s0016672302005633,A logistic mixture model for characterizing genetic determinants causing differentiation in growth trajectories,2002,72,https://doi.org/10.1017/s0016672302005633
F11,15,https://openalex.org/W4221158242,https://doi.org/10.1103/physrevx.13.041017,Path Weight Sampling: Exact Monte Carlo Computation of the Mutual Information between Stochastic Trajectories,2023,18,https://doi.org/10.1103/physrevx.13.041017
F11,16,https://openalex.org/W3037482492,https://doi.org/10.48550/arxiv.1802.08705,PDDLStream: Integrating Symbolic Planners and Blackbox Samplers via Optimistic Adaptive Planning,2018,26,http://arxiv.org/abs/1802.08705
F11,17,https://openalex.org/W2159966599,https://doi.org/10.5194/nhess-9-831-2009,Bayesian stochastic modeling of a spherical rock bouncing on a coarse soil,2009,31,https://doi.org/10.5194/nhess-9-831-2009
F11,18,https://openalex.org/W4313039234,https://doi.org/10.1109/tiv.2022.3214777,Mixed-Integer and Conditional Trajectory Planning for an Autonomous Mining Truck in Loading/Dumping Scenarios: A Global Optimization Approach,2022,74,https://doi.org/10.1109/tiv.2022.3214777
F11,19,https://openalex.org/W4396748050,https://doi.org/10.1007/jhep05(2024)060,Diffusion models as stochastic quantization in lattice field theory,2024,23,https://doi.org/10.1007/jhep05(2024)060
F11,20,https://openalex.org/W3128782210,https://doi.org/10.1038/s43586-020-00001-2,Bayesian statistics and modelling,2021,1177,https://doi.org/10.1038/s43586-020-00001-2
F11,21,https://openalex.org/W1743960514,https://doi.org/10.1023/a:1020206129842,Population Markov Chain Monte Carlo,2003,80,https://doi.org/10.1023/a:1020206129842
F11,22,https://openalex.org/W3038620055,https://doi.org/10.1101/2020.06.29.20142851,Modeling the early phase of the Belgian COVID-19 epidemic using a stochastic compartmental model and studying its implied future trajectories,2020,18,https://doi.org/10.1101/2020.06.29.20142851
F11,23,https://openalex.org/W2038049133,https://doi.org/10.1016/j.jcp.2014.07.051,Spatially adaptive stochastic methods for fluid–structure interactions subject to thermal fluctuations in domains with complex geometries,2014,24,https://doi.org/10.1016/j.jcp.2014.07.051
F11,24,https://openalex.org/W4387389604,https://doi.org/10.48550/arxiv.2310.02279,Consistency Trajectory Models: Learning Probability Flow ODE Trajectory of Diffusion,2023,15,http://arxiv.org/abs/2310.02279
F11,25,https://openalex.org/W2497694760,,Multiscale integrators for stochastic differential equations and irreversible Langevin samplers,2017,4,http://arxiv.org/abs/1606.09539v2
F12,1,https://openalex.org/W1516111018,https://doi.org/10.1023/a:1007665907178,An Introduction to Variational Methods for Graphical Models,1999,3781,https://doi.org/10.1023/a:1007665907178
F12,2,https://openalex.org/W2963561977,,The bouncy particle sampler: A non-reversible rejection free Markov chain Monte Carlo method,2017,194,https://ora.ox.ac.uk/objects/uuid:301047da-e7f2-4cd7-9026-fdd5c3046903
F12,3,https://openalex.org/W3197167612,https://doi.org/10.1109/access.2021.3108177,A Comprehensive Review of Coverage Path Planning in Robotics Using Classical and Heuristic Algorithms,2021,321,https://doi.org/10.1109/access.2021.3108177
F12,4,https://openalex.org/W3204937802,https://doi.org/10.1109/tpami.2021.3116668,"Deep Generative Modelling: A Comparative Review of VAEs, GANs, Normalizing Flows, Energy-Based and Autoregressive Models",2021,627,https://durham-repository.worktribe.com/output/1232078
F12,5,https://openalex.org/W2130916877,https://doi.org/10.1007/s10686-011-9247-0,Design concepts for the Cherenkov Telescope Array CTA: an advanced facility for ground-based high-energy gamma-ray astronomy,2011,922,https://doi.org/10.1007/s10686-011-9247-0
F12,6,https://openalex.org/W2043432627,https://doi.org/10.1080/01621459.1995.10476590,Annealing Markov Chain Monte Carlo with Applications to Ancestral Inference,1995,855,https://doi.org/10.1080/01621459.1995.10476590
F12,7,https://openalex.org/W1982651819,https://doi.org/10.1063/1.4890371,Accelerated weight histogram method for exploring free energy landscapes,2014,112,https://doi.org/10.1063/1.4890371
F12,8,https://openalex.org/W2138124994,https://doi.org/10.5194/acp-10-7467-2010,"Long term measurements of sulfur dioxide, nitrogen dioxide, ammonia, nitric acid and ozone in Africa using passive samplers",2010,158,https://doi.org/10.5194/acp-10-7467-2010
F12,9,https://openalex.org/W1613865483,https://doi.org/10.1063/1.2709596,"An introduction to stochastic control theory, path integrals and reinforcement learning",2007,122,https://doi.org/10.1063/1.2709596
F12,10,https://openalex.org/W2212757119,https://doi.org/10.1080/01621459.2017.1294075,The Bouncy Particle Sampler: A Nonreversible Rejection-Free Markov Chain Monte Carlo Method,2017,28,https://doi.org/10.1080/01621459.2017.1294075
F12,11,https://openalex.org/W2956901944,https://doi.org/10.1007/s42452-019-0872-y,A survey on multi-robot coverage path planning for model reconstruction and mapping,2019,175,https://doi.org/10.1007/s42452-019-0872-y
F12,12,https://openalex.org/W2886027640,https://doi.org/10.1214/20-aap1659,Randomized Hamiltonian Monte Carlo as scaling limit of the bouncy particle sampler and dimension-free convergence rates,2021,37,https://doi.org/10.1214/20-aap1659
F12,13,https://openalex.org/W4387580187,https://doi.org/10.1038/s43588-023-00526-y,A universal programmable Gaussian boson sampler for drug discovery,2023,45,https://doi.org/10.1038/s43588-023-00526-y
F12,14,https://openalex.org/W4403066672,https://doi.org/10.3847/2041-8213/ad6f9f,The Dark Energy Survey: Cosmology Results with ∼1500 New High-redshift Type Ia Supernovae Using the Full 5 yr Data Set,2024,396,https://doi.org/10.3847/2041-8213/ad6f9f
F12,15,https://openalex.org/W2130761473,https://doi.org/10.1111/1467-9876.00113,Model-Based Geostatistics,1998,2211,https://doi.org/10.1111/1467-9876.00113
F12,16,https://openalex.org/W3203195683,https://doi.org/10.1016/j.ymssp.2021.108471,An efficient and robust sampler for Bayesian inference: Transitional Ensemble Markov Chain Monte Carlo,2021,49,https://doi.org/10.1016/j.ymssp.2021.108471
F12,17,https://openalex.org/W2015626078,https://doi.org/10.4310/cms.2004.v2.n4.a7,Conditional Path Sampling of SDEs and the Langevin MCMC Method,2004,95,https://doi.org/10.4310/cms.2004.v2.n4.a7
F12,18,https://openalex.org/W2147307434,https://doi.org/10.1093/molbev/msh112,A Bayesian Mixture Model for Across-Site Heterogeneities in the Amino-Acid Replacement Process,2004,1608,https://doi.org/10.1093/molbev/msh112
F12,19,https://openalex.org/W3034772724,https://doi.org/10.1007/s42484-020-00033-7,Variational quantum Boltzmann machines,2021,98,https://doi.org/10.1007/s42484-020-00033-7
F12,20,https://openalex.org/W2061274933,https://doi.org/10.1111/1365-2656.12357,Space‐use behaviour of woodland caribou based on a cognitive movement model,2015,122,https://doi.org/10.1111/1365-2656.12357
F12,21,https://openalex.org/W2171834532,https://doi.org/10.2307/3680997,3-D Sound for Virtual Reality and Multimedia,1995,872,https://doi.org/10.2307/3680997
F12,22,https://openalex.org/W1980486847,https://doi.org/10.1063/1.1544070,Internal structure and expansion dynamics of laser ablation plumes into ambient gases,2003,541,https://doi.org/10.1063/1.1544070
F12,23,https://openalex.org/W3024586266,https://doi.org/10.1088/2632-2153/abc17d,Quantum machine learning in high energy physics,2020,103,https://doi.org/10.1088/2632-2153/abc17d
F12,24,https://openalex.org/W1984268382,https://doi.org/10.1214/06-ba126,Variational Bayesian learning of directed graphical models with hidden variables,2006,103,https://doi.org/10.1214/06-ba126
F12,25,https://openalex.org/W1480561599,https://doi.org/10.48550/arxiv.1302.6182,Adaptive Hamiltonian and Riemann Manifold Monte Carlo Samplers,2013,27,http://arxiv.org/abs/1302.6182
F13,1,https://openalex.org/W4379958469,https://doi.org/10.48550/arxiv.2306.04542,On the Design Fundamentals of Diffusion Models: A Survey,2023,47,http://arxiv.org/abs/2306.04542
F13,2,https://openalex.org/W4379089699,https://doi.org/10.48550/arxiv.2305.20009,Protein Design with Guided Discrete Diffusion,2023,18,http://arxiv.org/abs/2305.20009
F13,3,https://openalex.org/W4394867632,https://doi.org/10.1016/j.neucom.2024.128373,Generative diffusion models: A survey of current theoretical developments,2024,16,https://doi.org/10.1016/j.neucom.2024.128373
F13,4,https://openalex.org/W4367174885,https://doi.org/10.3390/jimaging9040081,Deep Learning Approaches for Data Augmentation in Medical Imaging: A Review,2023,256,https://doi.org/10.3390/jimaging9040081
F13,5,https://openalex.org/W2123585936,https://doi.org/10.1017/atsip.2013.9,"A tutorial survey of architectures, algorithms, and applications for deep learning",2014,739,https://doi.org/10.1017/atsip.2013.9
F13,6,https://openalex.org/W4410479490,https://doi.org/10.1155/int/9987535,A Review of Deepfake and Its Detection: From Generative Adversarial Networks to Diffusion Models,2025,15,https://doi.org/10.1155/int/9987535
F13,7,https://openalex.org/W2198814043,https://doi.org/10.1575/1912/7305,"Using passive samplers to assess bioavailability, toxicity, and reactivity of hydrophobic organic chemicals (HOCs)",2015,5,https://doi.org/10.1575/1912/7305
F13,8,https://openalex.org/W4391766422,https://doi.org/10.48550/arxiv.2402.06079,DiscDiff: Latent Diffusion Model for DNA Sequence Generation,2024,6,http://arxiv.org/abs/2402.06079
F13,9,https://openalex.org/W4390875033,https://doi.org/10.1007/s11633-023-1459-z,Deep Industrial Image Anomaly Detection: A Survey,2024,341,https://doi.org/10.1007/s11633-023-1459-z
F13,10,https://openalex.org/W4409347803,https://doi.org/10.1609/aaai.v39i19.34248,LazyDiT: Lazy Learning for the Acceleration of Diffusion Transformers,2025,3,https://doi.org/10.1609/aaai.v39i19.34248
F13,11,https://openalex.org/W4407359505,https://doi.org/10.48550/arxiv.2502.06685,"No Trick, No Treat: Pursuits and Challenges Towards Simulation-free Training of Neural Samplers",2025,2,http://arxiv.org/abs/2502.06685
F13,12,https://openalex.org/W4389983853,https://doi.org/10.48550/arxiv.2312.10903,Robust Node Representation Learning via Graph Variational Diffusion Networks,2023,3,http://arxiv.org/abs/2312.10903
F13,13,https://openalex.org/W4390667445,https://doi.org/10.1016/j.jiixd.2024.01.002,Automated data processing and feature engineering for deep learning and big data applications: A survey,2024,135,https://doi.org/10.1016/j.jiixd.2024.01.002
F13,14,https://openalex.org/W2884129013,https://doi.org/10.1007/s10596-019-09850-7,Parametric generation of conditional geological realizations using generative neural networks,2019,112,https://doi.org/10.1007/s10596-019-09850-7
F13,15,https://openalex.org/W4213328653,https://doi.org/10.21175/rad.abstr.book.2021.28.20,Radiation monitoring system,2021,275,http://doi.org/10.21175/rad.abstr.book.2021.28.20
F13,16,https://openalex.org/W4213346811,https://doi.org/10.21175/rad.abstr.book.2021.31.12,TLD-100 post-irradiation fading characteristics according to IEC 62387:2020 standard,2021,273,https://doi.org/10.21175/rad.abstr.book.2021.31.12
F13,17,https://openalex.org/W4407244598,https://doi.org/10.48550/arxiv.2502.03645,MNE: overparametrized neural evolution with applications to diffusion processes and sampling,2025,1,http://arxiv.org/abs/2502.03645
F13,18,https://openalex.org/W4404353202,https://doi.org/10.70064/mt.v8i1.1075,Diffused Seeing,2024,14,https://doi.org/10.70064/mt.v8i1.1075
F13,19,https://openalex.org/W3159986971,https://doi.org/10.1039/d1mh00495f,Toward autonomous design and synthesis of novel inorganic materials,2021,152,https://doi.org/10.1039/d1mh00495f
F13,20,https://openalex.org/W4387356177,https://doi.org/10.48550/arxiv.2310.02054,AlignDiff: Aligning Diverse Human Preferences via Behavior-Customisable Diffusion Model,2023,1,http://arxiv.org/abs/2310.02054
F13,21,https://openalex.org/W4388093462,https://doi.org/10.48550/arxiv.2310.19427,Refining Diffusion Planner for Reliable Behavior Synthesis by Automatic Detection of Infeasible Plans,2023,1,http://arxiv.org/abs/2310.19427
F13,22,https://openalex.org/W4327993492,https://doi.org/10.48550/arxiv.2303.10158,Data-centric Artificial Intelligence: A Survey,2023,100,http://arxiv.org/abs/2303.10158
F13,23,https://openalex.org/W4393044553,https://doi.org/10.1038/s41587-024-02173-8,Starfysh integrates spatial transcriptomic and histologic data to reveal heterogeneous tumor–immune hubs,2024,57,https://doi.org/10.1038/s41587-024-02173-8
F13,24,https://openalex.org/W4311708135,https://doi.org/10.3389/fonc.2022.1047215,A review of deep learning-based deformable medical image registration,2022,84,https://doi.org/10.3389/fonc.2022.1047215
F13,25,https://openalex.org/W2888330107,https://doi.org/10.5772/intechopen.72325,"Controlled Experiments of Hillslope Coevolution at the Biosphere 2 Landscape Evolution Observatory: Toward Prediction of Coupled Hydrological, Biogeochemical, and Ecological Change",2018,16,https://doi.org/10.5772/intechopen.72325
F14,1,https://openalex.org/W3163993681,https://doi.org/10.1038/s42254-021-00314-5,Physics-informed machine learning,2021,6820,https://doi.org/10.1038/s42254-021-00314-5
F14,2,https://openalex.org/W4388891334,https://doi.org/10.48550/arxiv.1804.07010,Forward-Backward Stochastic Neural Networks: Deep Learning of High-dimensional Partial Differential Equations,2018,45,http://arxiv.org/abs/1804.07010
F14,3,https://openalex.org/W4288039037,https://doi.org/10.1007/s10915-022-01939-z,Scientific Machine Learning Through Physics–Informed Neural Networks: Where we are and What’s Next,2022,2375,https://doi.org/10.1007/s10915-022-01939-z
F14,4,https://openalex.org/W1613865483,https://doi.org/10.1063/1.2709596,"An introduction to stochastic control theory, path integrals and reinforcement learning",2007,122,https://doi.org/10.1063/1.2709596
F14,5,https://openalex.org/W2053773581,https://doi.org/10.1016/j.neuroimage.2005.10.045,Dynamic causal modeling of evoked responses in EEG and MEG,2006,644,https://doi.org/10.1016/j.neuroimage.2005.10.045
F14,6,https://openalex.org/W2005402688,https://doi.org/10.1214/aop/1078415827,Sample path properties of the stochastic flows,2004,46,https://doi.org/10.1214/aop/1078415827
F14,7,https://openalex.org/W3205566932,https://doi.org/10.1177/02783649211047890,Constrained stochastic optimal control with learned importance sampling: A path integral approach,2021,24,https://doi.org/10.1177/02783649211047890
F14,8,https://openalex.org/W4401389039,https://doi.org/10.1038/s41586-024-07687-4,Fully forward mode training for optical neural networks,2024,134,https://doi.org/10.1038/s41586-024-07687-4
F14,9,https://openalex.org/W4324144082,https://doi.org/10.1080/00207543.2023.2177049,Toward supply chain viability theory: from lessons learned through COVID-19 pandemic to viable ecosystems,2023,167,https://doi.org/10.1080/00207543.2023.2177049
F14,10,https://openalex.org/W4392843672,https://doi.org/10.1146/annurev-physchem-083122-125941,Enhanced Sampling with Machine Learning,2024,124,https://doi.org/10.1146/annurev-physchem-083122-125941
F14,11,https://openalex.org/W4322576964,https://doi.org/10.1109/comst.2023.3249835,"On the Road to 6G: Visions, Requirements, Key Technologies, and Testbeds",2023,1927,https://doi.org/10.1109/comst.2023.3249835
F14,12,https://openalex.org/W1752690783,https://doi.org/10.1007/s10955-016-1446-7,Adaptive Importance Sampling for Control and Inference,2016,90,https://doi.org/10.1007/s10955-016-1446-7
F14,13,https://openalex.org/W2123459560,https://doi.org/10.48550/arxiv.1509.01149,Model Predictive Path Integral Control using Covariance Variable Importance Sampling,2015,71,https://arxiv.org/abs/1509.01149
F14,14,https://openalex.org/W2907537824,https://doi.org/10.15607/rss.2019.xv.011,Learning to Walk Via Deep Reinforcement Learning,2019,436,https://doi.org/10.15607/rss.2019.xv.011
F14,15,https://openalex.org/W2069327268,https://doi.org/10.1103/revmodphys.81.387,Artificial Brownian motors: Controlling transport on the nanoscale,2009,1584,https://doi.org/10.1103/revmodphys.81.387
F14,16,https://openalex.org/W2978556704,https://doi.org/10.1109/access.2019.2944389,Evaluating Indoor Positioning Systems in a Shopping Mall: The Lessons Learned From the IPIN 2018 Competition,2019,80,https://doi.org/10.1109/access.2019.2944389
F14,17,https://openalex.org/W2143775898,https://doi.org/10.1257/089533002320951037,Decentralization of Governance and Development,2002,1791,https://doi.org/10.1257/089533002320951037
F14,18,https://openalex.org/W2112169299,,What have we learned from Evolutionary Game Theory so far,1997,58,http://hdl.handle.net/10419/94851
F14,19,https://openalex.org/W1984020445,https://doi.org/10.1109/access.2014.2325029,Big Data Deep Learning: Challenges and Perspectives,2014,1258,https://doi.org/10.1109/access.2014.2325029
F14,20,https://openalex.org/W4366091323,https://doi.org/10.1007/s10462-023-10466-8,"Deep learning modelling techniques: current progress, applications, advantages, and challenges",2023,974,https://doi.org/10.1007/s10462-023-10466-8
F14,21,https://openalex.org/W3132191748,https://doi.org/10.1109/jproc.2021.3060483,Explaining Deep Neural Networks and Beyond: A Review of Methods and Applications,2021,1337,https://doi.org/10.1109/jproc.2021.3060483
F14,22,https://openalex.org/W3204639595,https://doi.org/10.1145/3474369.3486873,Investigating Labelless Drift Adaptation for Malware Detection,2021,28,https://doi.org/10.1145/3474369.3486873
F14,23,https://openalex.org/W3139657805,https://doi.org/10.1109/jproc.2021.3067593,Advancing Neuromorphic Computing With Loihi: A Survey of Results and Outlook,2021,625,https://doi.org/10.1109/jproc.2021.3067593
F14,24,https://openalex.org/W3089807094,https://doi.org/10.3934/dcdsb.2023151,Deep learning algorithms for solving high-dimensional nonlinear backward stochastic differential equations,2023,10,https://doi.org/10.3934/dcdsb.2023151
F14,25,https://openalex.org/W2943495267,https://doi.org/10.1101/622803,Biological structure and function emerge from scaling unsupervised learning to 250 million protein sequences,2019,399,https://doi.org/10.1101/622803
F15,1,https://openalex.org/W4396748050,https://doi.org/10.1007/jhep05(2024)060,Diffusion models as stochastic quantization in lattice field theory,2024,23,https://doi.org/10.1007/jhep05(2024)060
F15,2,https://openalex.org/W4361297350,https://doi.org/10.1103/physrevresearch.5.013216,Gauge-invariant and anyonic-symmetric autoregressive neural network for quantum lattice models,2023,49,https://doi.org/10.1103/physrevresearch.5.013216
F15,3,https://openalex.org/W4387294073,https://doi.org/10.48550/arxiv.2309.17082,Diffusion Models as Stochastic Quantization in Lattice Field Theory,2023,3,http://arxiv.org/abs/2309.17082
F15,4,https://openalex.org/W3214275744,https://doi.org/10.1103/prxquantum.2.040201,How To Use Neural Networks To Investigate Quantum Many-Body Physics,2021,80,https://doi.org/10.1103/prxquantum.2.040201
F15,5,https://openalex.org/W2123585936,https://doi.org/10.1017/atsip.2013.9,"A tutorial survey of architectures, algorithms, and applications for deep learning",2014,739,https://doi.org/10.1017/atsip.2013.9
F15,6,https://openalex.org/W2019792447,https://doi.org/10.1561/2000000035,Markov Random Fields in Image Segmentation,2012,105,https://doi.org/10.1561/2000000035
F15,7,https://openalex.org/W1606472461,,Markov Random Fields and Images,1998,77,https://ir.cwi.nl/pub/18338
F15,8,https://openalex.org/W4385583918,https://doi.org/10.1038/s42254-023-00616-w,Advances in machine-learning-based sampling motivated by lattice quantum chromodynamics,2023,30,https://doi.org/10.1038/s42254-023-00616-w
F15,9,https://openalex.org/W1555941908,,Stochastic Digital Circuits for Probabilistic Inference,2008,23,http://hdl.handle.net/1721.1/43712
F15,10,https://openalex.org/W4406704747,https://doi.org/10.22323/1.466.0037,Diffusion models and stochastic quantisation in lattice field theory,2025,2,https://doi.org/10.22323/1.466.0037
F15,11,https://openalex.org/W4392020250,https://doi.org/10.1140/epjp/s13360-024-05311-y,Neural-network quantum states for many-body physics,2024,38,https://doi.org/10.1140/epjp/s13360-024-05311-y
F15,12,https://openalex.org/W4388515621,https://doi.org/10.48550/arxiv.2311.03578,Generative Diffusion Models for Lattice Field Theory,2023,2,http://arxiv.org/abs/2311.03578
F15,13,https://openalex.org/W3198206768,https://doi.org/10.1103/physrevresearch.5.033071,Benchmarking variational quantum eigensolvers for the square-octagon-lattice Kitaev model,2023,27,https://doi.org/10.1103/physrevresearch.5.033071
F15,14,https://openalex.org/W4293126226,https://doi.org/10.21468/scipostphyscodeb.7,NetKet 3: Machine Learning Toolbox for Many-Body Quantum Systems,2022,141,https://doi.org/10.21468/scipostphyscodeb.7
F15,15,https://openalex.org/W2056456657,https://doi.org/10.1155/2012/530759,Recent Advances on Filtering and Control for Nonlinear Stochastic Complex Systems with Incomplete Information: A Survey,2011,17,https://doi.org/10.1155/2012/530759
F15,16,https://openalex.org/W3195321391,https://doi.org/10.1038/s41598-021-95523-4,Learning spin liquids on a honeycomb lattice with artificial neural networks,2021,4,https://doi.org/10.1038/s41598-021-95523-4
F15,17,https://openalex.org/W4384392950,https://doi.org/10.48550/arxiv.2307.06936,An atomic boson sampler,2023,4,http://arxiv.org/abs/2307.06936
F15,18,https://openalex.org/W2605841998,,Stochastic Nested Aggregation for Images and Random Fields,2007,5,http://hdl.handle.net/10012/2998
F15,19,https://openalex.org/W7135020858,https://doi.org/10.1007/jhep03(2026)111,Physics-conditioned diffusion models for lattice gauge theory,2026,2,https://doi.org/10.1007/jhep03(2026)111
F15,20,https://openalex.org/W4403834027,https://doi.org/10.1038/s42254-024-00770-9,Challenges and opportunities in quantum optimization,2024,155,https://doi.org/10.1038/s42254-024-00770-9
F15,21,https://openalex.org/W4381730100,https://doi.org/10.21468/scipostphys.14.6.171,Autoregressive neural Slater-Jastrow ansatz for variational Monte Carlo simulation,2023,10,https://doi.org/10.21468/scipostphys.14.6.171
F15,22,https://openalex.org/W4414534718,https://doi.org/10.21468/scipostphys.19.3.077,Super-resolving normalising flows for lattice field theories,2025,1,https://doi.org/10.21468/scipostphys.19.3.077
F15,23,https://openalex.org/W4385347905,https://doi.org/10.21203/rs.3.rs-3179504/v1,An atomic boson sampler,2023,2,http://dx.doi.org/10.21203/rs.3.rs-3179504/v1
F15,24,https://openalex.org/W4400875845,https://doi.org/10.3390/s24144719,DOA Estimation on One-Bit Quantization Observations through Noise-Boosted Multiple Signal Classification,2024,7,https://doi.org/10.3390/s24144719
F15,25,https://openalex.org/W4389750777,https://doi.org/10.2172/2229681,"Quantum Optimization: Potential, Challenges, and the Path Forward",2023,64,https://doi.org/10.2172/2229681
F16,1,https://openalex.org/W32980360,https://doi.org/10.1214/aos/1056562461,Slice sampling,2003,1358,https://doi.org/10.1214/aos/1056562461
F16,2,https://openalex.org/W2163174637,https://doi.org/10.1214/10-sts327,The Random Walk Metropolis: Linking Theory and Practice Through a Case Study,2010,105,https://doi.org/10.1214/10-sts327
F16,3,https://openalex.org/W4306908092,https://doi.org/10.1093/biomet/asac056,Optimal design of the Barker proposal and other locally balanced Metropolis–Hastings algorithms,2022,8,https://doi.org/10.1093/biomet/asac056
F16,4,https://openalex.org/W2811395263,https://doi.org/10.1137/16m1082469,"Survey of Multifidelity Methods in Uncertainty Propagation, Inference, and Optimization",2018,1027,https://doi.org/10.1137/16m1082469
F16,5,https://openalex.org/W3204937802,https://doi.org/10.1109/tpami.2021.3116668,"Deep Generative Modelling: A Comparative Review of VAEs, GANs, Normalizing Flows, Energy-Based and Autoregressive Models",2021,627,https://durham-repository.worktribe.com/output/1232078
F16,6,https://openalex.org/W2128709328,https://doi.org/10.1080/01621459.2018.1448827,Speeding Up MCMC by Efficient Data Subsampling,2018,160,https://doi.org/10.1080/01621459.2018.1448827
F16,7,https://openalex.org/W2044346605,https://doi.org/10.1214/09-ejs525,Semiparametric regression during 2003–2007,2009,252,https://doi.org/10.1214/09-ejs525
F16,8,https://openalex.org/W4386528643,https://doi.org/10.48550/arxiv.2309.01454,Accelerating Markov Chain Monte Carlo sampling with diffusion models,2023,1,http://arxiv.org/abs/2309.01454
F16,9,https://openalex.org/W3135287914,https://doi.org/10.1109/tpami.2021.3116668,"Deep Generative Modelling: A Comparative Review of VAEs, GANs, Normalizing Flows, Energy-Based and Autoregressive Models",2021,72,https://doi.org/10.1109/tpami.2021.3116668
F16,10,https://openalex.org/W2548353158,https://doi.org/10.1109/tmi.2016.2623608,Quantifying Registration Uncertainty With Sparse Bayesian Modelling,2016,42,https://doi.org/10.1109/tmi.2016.2623608
F16,11,https://openalex.org/W4390647713,https://doi.org/10.48550/arxiv.2401.02080,Energy based diffusion generator for efficient sampling of Boltzmann distributions,2024,1,http://arxiv.org/abs/2401.02080
F16,12,https://openalex.org/W2060224627,https://doi.org/10.1007/s00477-010-0431-y,Long-term time-dependent stochastic modelling of extreme waves,2010,71,https://doi.org/10.1007/s00477-010-0431-y
